DTXSID,SMILES,Risk_Score_PPARg
DTXSID7024873,Oc1nc(O)nc(O)n1,0.04
DTXSID2024585,c1ccc2c(c1)ccc1ncccc12,0.04
DTXSID9048805,CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,0.04
DTXSID3029362,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,0.04
DTXSID30810457,CC(C)SC(=O)C(F)(F)C(F)(F)F,0.04
DTXSID3044918,C=CCOc1c(Br)cc(Br)cc1Br,0.04
DTXSID0026252,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,0.04
DTXSID30625740,FC1CC(F)(F)C(F)(F)C(F)(F)C1(F)F,0.04
DTXSID1041269,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,0.04
DTXSID9049291,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,0.04
DTXSID4020876,Cc1cc(O)ccc1O,0.04
DTXSID0045094,C1CNCCN1.C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.04
DTXSID0045127,C=CCc1ccccc1OCC(O)CNC(C)C,0.04
DTXSID8027747,CCC(C)(C#N)/N=N/C(C)(C#N)CC,0.04
DTXSID1047869,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2.O.[Cl-],0.04
DTXSID0047290,CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1C,0.04
DTXSID6037069,CC(C)(S)[C@@H](N)C(=O)O,0.04
DTXSID60371602,O=C(C(Br)Br)C(F)(F)C(F)(F)F,0.04
DTXSID9048934,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1.Cl,0.04
DTXSID60730957,CCC(N)C(O)C(F)(F)C(F)(F)F,0.04
DTXSID0049288,CC[C@H](N)c1ccccc1,0.04
DTXSID5046433,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0.04
DTXSID5046437,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0.04
DTXSID70880412,CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID9025110,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,0.04
DTXSID2020391,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,0.04
DTXSID0045755,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,0.04
DTXSID2045864,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl,0.04
DTXSID1057822,Fc1cc(Br)ccc1CBr,0.04
DTXSID4057841,Cl.O=C(O)c1ccc(OCCN2CCCCC2)cc1,0.04
DTXSID4024145,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,0.04
DTXSID5045178,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,0.04
DTXSID1024881,O=C1C=CCCC1,0.04
DTXSID1048598,CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.04
DTXSID4041490,CC=C(C)C(C)=O,0.04
DTXSID1047780,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1.O=S(=O)(O)O,0.04
DTXSID8024783,C=CC(=O)OCCCl,0.04
DTXSID2032344,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,0.04
DTXSID70895248,OC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID7026863,CC(O)COCC(C)O,0.04
DTXSID7026998,CC(C)CC(=O)CC(C)CC(C)C,0.04
DTXSID80309684,O=c1[nH]cc(CC(F)(F)C(F)(F)F)c(=O)[nH]1,0.04
DTXSID5029136,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccccc1,0.04
DTXSID2046460,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO.O,0.04
DTXSID40650447,CC(=O)OCC(F)(F)C(F)(F)F,0.04
DTXSID40655199,Cl.N=C(N)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID9046239,O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,0.04
DTXSID10749256,O=C(Cl)C(F)(F)C(F)(Cl)Br,0.04
DTXSID5021128,CN(C)N=Nc1ccccc1,0.04
DTXSID6042521,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.04
DTXSID5045469,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0.04
DTXSID5046300,Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O,0.04
DTXSID90505594,O=C(OC1CCCCC1)C(F)(F)C(F)(F)F,0.04
DTXSID00447673,CCOC(=O)CC(F)(F)C(F)(F)F,0.04
DTXSID9044536,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,0.04
DTXSID50597571,C=COCC(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID1057745,CC(C)(C)c1ccc(C(=O)CCCCl)cc1,0.04
DTXSID6044644,CC(C)N1C(=O)c2ccccc2C1=O,0.04
DTXSID0051996,CSc1ccc(O)cc1C,0.04
DTXSID00522414,COC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.04
DTXSID7021867,Nc1ccc(Br)cc1,0.04
DTXSID4020038,C=CCOc1ccc(CC(=O)O)cc1Cl,0.04
DTXSID7028300,CC(C)(C)C(=O)CCc1ccc(Cl)cc1,0.04
DTXSID7027253,CCOC(=O)/C=C/C(=O)OCC,0.04
DTXSID5045623,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0.04
DTXSID8023476,CC(C)NCC(O)COc1cccc2[nH]ccc12,0.04
DTXSID9034070,O=C(Cl)C(Cl)(Cl)Cl,0.04
DTXSID9034286,Cn1sc(Cl)cc1=O,0.04
DTXSID0020577,CCc1cc(C(N)=S)ccn1,0.04
DTXSID7047437,CCCCCCC1CCOC1=O,0.04
DTXSID9044798,CC(C)CP(=S)([S-])CC(C)C.[Na+],0.04
DTXSID5044990,C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,0.04
DTXSID8022749,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.04
DTXSID90880156,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,0.04
DTXSID2029325,CCCCCC1C(=O)CCC1CC(=O)OC,0.04
DTXSID70793477,CCNC(=O)CC(F)(F)C(F)(F)F,0.04
DTXSID70795638,CCOC(=O)C(F)(F)C(F)(F)OC(F)=C(F)F,0.04
DTXSID8033512,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.04
DTXSID6027975,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,0.04
DTXSID7027887,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,0.04
DTXSID7028013,CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,0.04
DTXSID0048890,COc1cc(CC(C)[NH3+])cc2c1OCO2.[Cl-],0.04
DTXSID9027150,FC(F)(F)C(F)(Cl)Cl,0.04
DTXSID4025903,O=c1[nH]ncc2ccccc12,0.04
DTXSID9044611,Nc1ccc2c(S(=O)(=O)O)cccc2c1S(=O)(=O)[O-].[Na+],0.04
DTXSID9044790,Cc1cccc(Nc2ccccc2)c1,0.04
DTXSID4073120,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID7046966,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O.O=S(=O)(O)O,0.04
DTXSID3037626,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.04
DTXSID1048912,CC(CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,0.04
DTXSID1049061,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.04
DTXSID70782568,CCC(F)(OC(F)(F)F)C(F)(F)F,0.04
DTXSID7031290,CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,0.04
DTXSID70287306,FC(F)(Cl)C(F)(Cl)CC1CO1,0.04
DTXSID20726018,OB(O)C(F)(F)C(F)(F)F,0.04
DTXSID0047032,CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,0.04
DTXSID6027137,CCCCCCCC/C=C\CCCCCCCC(N)=O,0.04
DTXSID3034614,COc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C.[Na+],0.04
DTXSID5057670,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,0.04
DTXSID5057672,Cl.O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1,0.04
DTXSID1020354,N#CNC(=N)N,0.04
DTXSID90544908,COC(=O)C(F)(F)C(F)(Cl)C(F)(F)Cl,0.04
DTXSID50896617,FC(F)=C(F)OC(F)(F)C(F)=C(F)F,0.04
DTXSID9044829,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,0.04
DTXSID5022437,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,0.04
DTXSID0034192,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,0.04
DTXSID3046580,CC(C)CCOC(=O)c1ccc(N(C)C)cc1,0.04
DTXSID8034877,Cc1cc(C)nc(Nc2ccccc2)n1,0.04
DTXSID5047291,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cccnc1)C(=O)N3CC2,0.04
DTXSID4044668,CC1=Nc2ccc3ccccc3c2C1(C)C,0.04
DTXSID4032615,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0.04
DTXSID10884373,O=C1OC(C(=O)F)(C(F)(F)F)OC1(F)C(F)(F)F,0.04
DTXSID50379556,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.04
DTXSID4048935,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1.Cl,0.04
DTXSID4049082,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0.04
DTXSID1033402,O=P(O)(OCc1ccccc1)OCc1ccccc1,0.04
DTXSID0048921,CCC(=O)OC1(c2ccccc2)CCN(C)CC1.Cl,0.04
DTXSID30382048,OCC(O)CC(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID4048808,CC(N[NH3+])c1ccccc1.O=S(=O)([O-])O,0.04
DTXSID10542204,OC1(C(F)(F)C(F)(F)F)C=CCCC1,0.04
DTXSID2047355,NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,0.04
DTXSID6025648,Cc1cccc2c1ccc1ccccc12,0.04
DTXSID20631330,Nc1cccc(C(F)(F)C(F)(F)F)c1,0.04
DTXSID6045581,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],0.04
DTXSID0047907,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.04
DTXSID9022027,Nc1ccc(F)cc1,0.04
DTXSID4029353,CC(=O)C1=C(C)[C@@H]2C[C@@]3(C1)[C@H](C)CC[C@H]3C2(C)C,0.04
DTXSID2027593,Clc1ccc(C(Cl)(Cl)Cl)cc1,0.04
DTXSID60537807,O=C(F)C(F)(Cl)C(F)(F)Cl,0.04
DTXSID2023725,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,0.04
DTXSID2023771,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0.04
DTXSID5037527,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,0.04
DTXSID5025815,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,0.04
DTXSID9057684,O=Cc1ccc(O)c(O)c1O,0.04
DTXSID1022425,O=C(c1ccc(O)cc1)c1ccc(O)cc1,0.04
DTXSID3040728,CCCCOP(=O)(O)OCCCC,0.04
DTXSID8049040,C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1.O=C(O)/C=C\C(=O)O,0.04
DTXSID8049042,Cl.O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1,0.04
DTXSID20382052,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,0.04
DTXSID20276407,NC(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID7020552,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,0.04
DTXSID7020714,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.04
DTXSID4045422,COc1cc(C)nc(-n2nc(C)cc2OC)n1,0.04
DTXSID8035217,CC1(C)C(=O)N(CO)C(=O)N1CO,0.04
DTXSID8035423,Cc1ccc(C)c2ccccc12,0.04
DTXSID6026115,c1ccc2c(c1)CCNC2,0.04
DTXSID2041880,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0.04
DTXSID9027520,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,0.04
DTXSID3048861,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,0.04
DTXSID2047646,CC(C)COC(=O)C=Cc1ccccc1,0.04
DTXSID2047725,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,0.04
DTXSID50524504,FC1=CC(F)(F)C(F)(F)C(F)(F)C=C1F,0.04
DTXSID9045390,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl,0.04
DTXSID3048782,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0.04
DTXSID7045948,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,0.04
DTXSID4045551,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],0.04
DTXSID20396477,O=S(=O)(OCC(F)(F)C(F)F)C(F)(F)F,0.04
DTXSID2040236,O=c1cc(CO)occ1O,0.04
DTXSID7020057,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,0.04
DTXSID5022641,NCC(CC(=O)O)c1ccc(Cl)cc1,0.04
DTXSID2022672,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.04
DTXSID6025690,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.04
DTXSID9037612,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,0.04
DTXSID5040708,CCCCCCc1ccc(N)cc1,0.04
DTXSID7045659,Clc1cccc(SC2CCNCC2)n1,0.04
DTXSID7045782,COc1ccc(OC)c([C@@H](O)[C@H](C)N)c1.Cl,0.04
DTXSID2048379,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,0.04
DTXSID40475879,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI,0.04
DTXSID601023782,O=C(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(=O)F,0.04
DTXSID9059915,O=C(Cl)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID5044607,CCC(C)OC(=O)c1ccc(O)cc1,0.04
DTXSID5047744,Fc1ccccc1-c1ccccc1,0.04
DTXSID70379295,OC(O)(C(F)C(O)(O)C(F)(F)F)C(F)(F)F,0.04
DTXSID1049308,C/C=C(\C)C=O,0.04
DTXSID80382114,CCOC(=O)C(F)(Cl)C(F)(F)F,0.04
DTXSID3046748,C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,0.04
DTXSID60893172,O=C(O)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,0.04
DTXSID9023702,NCCNCCNCCN,0.04
DTXSID9023752,CC(c1cc2ccccc2s1)N(O)C(N)=O,0.04
DTXSID2024086,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.04
DTXSID5051525,CC(=N[Si](C)(C)C)O[Si](C)(C)C,0.04
DTXSID7045493,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl,0.04
DTXSID5024506,Nc1ccc(O)c(C(=O)O)c1,0.04
DTXSID4045686,COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2.Cl,0.04
DTXSID5047875,CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,0.04
DTXSID5047952,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.04
DTXSID0032578,CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,0.04
DTXSID90804377,FC1=NC(F)=C1C(F)(C(F)(F)F)C(F)(F)F,0.04
DTXSID9022607,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,0.04
DTXSID9022609,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,0.04
DTXSID1023497,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0.04
DTXSID5022803,NC(=O)OCC(O)COc1ccc(Cl)cc1,0.04
DTXSID6045872,C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-])c1ccccc1.[Na+],0.04
DTXSID10579656,FC(=C(Cl)Cl)C(F)(F)C(F)(F)F,0.04
DTXSID00907606,FC1(F)SC2C3CCC(C3)C2SC1(F)F,0.04
DTXSID3024449,C=CCNC(N)=S,0.04
DTXSID00371323,O=C(Cl)C(F)(Br)C(F)(F)F,0.04
DTXSID4022868,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,0.04
DTXSID9047673,Cc1occc1SSc1ccoc1C,0.04
DTXSID1023990,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,0.04
DTXSID0022301,CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,0.04
DTXSID0022432,c1ccc2c(c1)ccc1c3ccccc3ccc21,0.04
DTXSID10895247,OCCOCC(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID0045254,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0.04
DTXSID0046569,[O-][n+]1cccc(CO)c1,0.04
DTXSID8040274,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0.04
DTXSID8040694,CCCCOC(=O)c1ccccc1,0.04
DTXSID70380826,F[C@@H]1[C@H](F)C(F)(F)C1(F)F,0.04
DTXSID0023901,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0.04
DTXSID8047682,CC(=O)CC(C)(C)C1CCCCC1,0.04
DTXSID3047899,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,0.04
DTXSID60188994,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,0.04
DTXSID1044560,O=[N+]([O-])C1(Br)COCOC1,0.04
DTXSID8042052,C1=Cc2ccccc2C1,0.04
DTXSID4046024,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,0.04
DTXSID3023188,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0.04
DTXSID8045802,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,0.04
DTXSID6020193,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,0.04
DTXSID6020777,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl,0.04
DTXSID8045149,CCC1(C2=NCCN2)Cc2ccccc2O1,0.04
DTXSID3047001,COC(Cc1ccccc1)OC,0.04
DTXSID30184726,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID5023293,CN1C(=O)CC(C)(c2ccccc2)C1=O,0.04
DTXSID0046432,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0.04
DTXSID40895154,C=CC(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID50397558,O=C(O)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,0.04
DTXSID6048591,CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)[O-])C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21.[Na+],0.04
DTXSID3024152,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,0.04
DTXSID0057679,O=c1[nH]c2ccccc2n1C1CCNCC1,0.04
DTXSID0057706,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)O,0.04
DTXSID0025866,C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1.O=C([O-])/C=C\C(=O)[O-],0.04
DTXSID0059879,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.04
DTXSID40825830,FC(F)=C(F)OC(F)(F)OC(F)(F)F,0.04
DTXSID80182555,*C(*)(*)C(*)(*)C(*)(*)O,0.04
DTXSID3022902,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.04
DTXSID5024970,O=Cc1c(Cl)cccc1Cl,0.04
DTXSID5024344,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,0.04
DTXSID80189069,COC(=O)C(F)(F)C(F)(F)OC(F)(F)F,0.04
DTXSID5044782,Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,0.04
DTXSID8021145,c1ccc(OCC2CO2)cc1,0.04
DTXSID7041336,[Na+].[O-]c1cc(Cl)c(Cl)cc1Cl,0.04
DTXSID7041467,O=C(O)c1snc(Cl)c1Cl,0.04
DTXSID7040732,O=C=Nc1ccc(Cl)cc1,0.04
DTXSID1044518,CC1(C)C2=CCCC(C)(C)[C@]23CC[C@H]1C3,0.04
DTXSID80863059,O=C(F)C(F)(OC(F)(F)F)C(F)(F)F,0.04
DTXSID5023667,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0.04
DTXSID4047121,O=Cc1cc2ccccc2o1,0.04
DTXSID80577407,CC(F)(F)C(F)(F)C(F)F,0.04
DTXSID5044495,CC(=O)CCc1ccc(O)cc1,0.04
DTXSID3020962,COc1ccccc1[N+](=O)[O-],0.04
DTXSID9070323,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,0.04
DTXSID8020543,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],0.04
DTXSID9045685,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,0.04
DTXSID5048710,CNCC(=O)c1ccc(O)c(O)c1,0.04
DTXSID7041966,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,0.04
DTXSID7042140,Cc1cccc(NC(=S)N(C)C)c1,0.04
DTXSID0024470,Nc1nc2c(Cl)cccc2s1,0.04
DTXSID8020678,Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2,0.04
DTXSID90723993,O=C(O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F,0.04
DTXSID00822784,C=C1C(=C)C(F)(F)C1(F)F,0.04
DTXSID90382120,O=C(F)C(F)(Cl)C(F)(F)F,0.04
DTXSID0020107,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0.04
DTXSID0020286,Cc1ccc(N)cc1Cl,0.04
DTXSID1046392,NC(=S)N/N=C/c1cccnc1,0.04
DTXSID50335697,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID9025746,O=[N+]([O-])c1ccccc1-c1ccccc1,0.04
DTXSID0023587,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,0.04
DTXSID2024458,Nc1ccc2cc3ccccc3cc2c1,0.04
DTXSID6041185,N#CCc1ccc(Cl)cc1Cl,0.04
DTXSID1045536,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.04
DTXSID4020618,Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,0.04
DTXSID2044921,CCCCC(CC)COC(=O)OOC(C)(C)C,0.04
DTXSID4052554,O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,0.04
DTXSID8046406,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,0.04
DTXSID90631322,O=S(=O)(F)C(F)(Cl)C(F)(F)Cl,0.04
DTXSID7044760,[Cl][Nd]([Cl])[Cl],0.04
DTXSID2044842,C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1,0.04
DTXSID40500731,FC(F)(Cl)C(F)(F)C1(F)OC1(F)F,0.04
DTXSID4023672,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1.[Br-],0.04
DTXSID70884379,O=C(F)C1(C(F)(F)F)OC(F)(F)C(F)(C(F)(F)F)O1,0.04
DTXSID7024166,O=C1C=CC(=O)O1,0.04
DTXSID20895213,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr,0.04
DTXSID5020231,O=C(O)C=Cc1ccc(O)c(O)c1,0.04
DTXSID9036646,CCCCCCC(O)CO,0.04
DTXSID80895259,FC(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID50192601,FC(F)(F)C(F)(F)Cl.FC(F)Cl,0.04
DTXSID60382177,FC(F)(Cl)C(F)(Cl)CCCl,0.04
DTXSID60382879,O=P(O)(O)C(F)(F)C(F)(F)F,0.04
DTXSID30768525,O=NC(F)(F)C(F)(F)C(F)(F)N=O,0.04
DTXSID20205237,FC(F)=C(F)OC(F)(F)C(F)(F)Cl,0.04
DTXSID2020420,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0.04
DTXSID5023669,Clc1ccccc1CN1CCc2sccc2C1,0.04
DTXSID10895186,CC(N)C(F)(F)C(F)(F)C(F)(F)F,0.03958333333333333
